사업장명,소재지지번주소,소재지도로명주소,위도,경도,업태구분명정보
판테온세탁소,경기도 성남시 분당구 수내동 21-2번지 판테온I오피스텔 105호 일부 ,"경기도 성남시 분당구 황새울로200번길 9-7 (수내동,판테온I오피스텔 105호 일부)",37.3779466,127.1118573,일반세탁업
포스빌세탁소,경기도 성남시 분당구 구미동 156번지 포스빌 146호 ,"경기도 성남시 분당구 성남대로 51 (구미동, 포스빌 146호)",37.3403958,127.1080452,일반세탁업
푸르지오세탁,경기도 성남시 분당구 판교동 635번지 상가 105호 ,"경기도 성남시 분당구 판교원로 209 (판교동,상가 105호)",37.387254,127.090134,일반세탁업
푸르지오세탁소,경기도 성남시 분당구 정자동 162-2번지 정자동3차 푸르지오시티 D동 119호 일부 ,"경기도 성남시 분당구 정자일로 135 (정자동, 정자동3차 푸르지오시티 D동 119호 일부)",37.3621488,127.1051632,일반세탁업
풍림세탁소,경기도 성남시 분당구 이매동 141번지 아름마을 풍림근린상가 201호 ,"경기도 성남시 분당구 탄천로 35 (이매동,아름마을 풍림근린상가 201호)",37.3963628,127.1216865,일반세탁업
풍림세탁소,경기도 성남시 분당구 서현동 255-1번지 분당풍림아이원플러스오피스텔 B102호 ,"경기도 성남시 분당구 서현로 170 (서현동, 분당풍림아이원플러스오피스텔 B102호)",37.3888656,127.1224312,일반세탁업
풍성세탁,경기도 성남시 분당구 삼평동 705번지 B상가동 103호 ,"경기도 성남시 분당구 동판교로 275 (삼평동, B상가동 103호)",37.4059483,127.1136598,일반세탁업
프라자 크리닝,경기도 성남시 분당구 야탑동 209번지 매화마을 근린상가 107호 ,"경기도 성남시 분당구 양현로 537 (야탑동,매화마을 근린상가 107호)",37.4147478,127.1423193,일반세탁업
하나열세탁연구원,경기도 성남시 분당구 정자동 180번지 미켈란쉐르빌 111호 ,"경기도 성남시 분당구 정자일로 100 (정자동,미켈란쉐르빌 111호)",37.3590027,127.1069424,일반세탁업
하욤세탁소,"경기도 성남시 분당구 야탑동 517번지 탑마을상가104,111호 ","경기도 성남시 분당구 야탑로 124 (야탑동,탑마을상가104,111호)",37.4086685,127.1322103,일반세탁업
하우스빌세탁전문점,경기도 성남시 분당구 수내동 23-1번지 로얄팰리스하우스빌 208호 ,"경기도 성남시 분당구 백현로 105 (수내동,로얄팰리스하우스빌 208호)",37.3761444,127.1120466,일반세탁업
하이얀세탁소,경기도 성남시 분당구 분당동 118-5번지 1층 일부 ,"경기도 성남시 분당구 장안로52번길 9 (분당동, 1층 일부)",37.3703695,127.1453756,일반세탁업
한성세탁,경기도 성남시 분당구 정자동 165-1 정자역엠코헤리츠1단지 A125호 일부 ,"경기도 성남시 분당구 정자일로 146 (정자동, 정자역엠코헤리츠1단지 A125호 일부)",37.3630183946,127.1065452545,일반세탁업
한솔사,경기도 성남시 분당구 정자동 112-1번지 한솔마을5단지상가 2층203호 ,"경기도 성남시 분당구 정자로 113 (정자동,한솔마을5단지상가 2층203호)",37.3636693,127.1173792,일반세탁업
한양세탁소,경기도 성남시 분당구 수내동 24번지 양지마을분산상가B 101호 ,"경기도 성남시 분당구 내정로165번길 35 (수내동,양지마을분산상가B 101호)",37.3750878,127.1146531,일반세탁업
한일세탁,경기도 성남시 분당구 정자동 107번지 한일상가지하6호 ,"경기도 성남시 분당구 백현로 234 (정자동,한일상가지하6호)",37.3668648,127.1205788,일반세탁업
한진미래 세탁소,경기도 성남시 분당구 정자동 191번지 상가동104호 ,"경기도 성남시 분당구 내정로 24 (정자동,상가동104호)",37.3626166,127.1158199,일반세탁업
행복한세탁소,경기도 성남시 분당구 삼평동 744번지 봇들마을 상가동 108호 일부 ,"경기도 성남시 분당구 동판교로 156 (삼평동, 봇들마을 상가동 108호 일부)",37.396555,127.1186602,일반세탁업
헤리티지 세탁소,경기도 성남시 분당구 금곡동 305-2번지 커뮤니티 지하1층  209호 ,"경기도 성남시 분당구 대왕판교로 155 (금곡동,커뮤니티 지하1층  209호)",37.3585326,127.0981826,일반세탁업
현대세탁,경기도 성남시 분당구 서현동 92번지 현대A 분산상가1동1층 ,"경기도 성남시 분당구 중앙공원로 20 (서현동,현대A 분산상가1동1층)",37.377839,127.1294025,일반세탁업
현대세탁,경기도 성남시 분당구 판교동 513번지 판교원마을 상가동 203호 ,"경기도 성남시 분당구 서판교로 147 (판교동,판교원마을 상가동 203호)",37.3979996,127.0946638,일반세탁업
현대세탁소,경기도 성남시 분당구 야탑동 339번지 장미마을 근린상가 2동 2202호 ,"경기도 성남시 분당구 장미로 101 (야탑동,장미마을 근린상가 2동 2202호)",37.4155006,127.1299628,일반세탁업
현대컴퓨터세탁,경기도 성남시 분당구 야탑동 311-1번지 1층 101호 ,"경기도 성남시 분당구 야탑로161번길 8-4 (야탑동,1층 101호)",37.4102221,127.1368779,일반세탁업
현대힐세탁,경기도 성남시 분당구 판교동 495번지 훼미리프라자 102호 ,"경기도 성남시 분당구 서판교로 164 (판교동, 훼미리프라자 102호)",37.4005316,127.0944975,일반세탁업
화이트세탁,경기도 성남시 분당구 야탑동 506-2번지 ,"경기도 성남시 분당구 판교로610번길 10, 1층 (야탑동)",37.4071373,127.1397978,일반세탁업
효성세탁,경기도 성남시 분당구 구미동 143-3번지 1층 ,"경기도 성남시 분당구 미금일로79번길 6 (구미동,1층)",37.3452589,127.1106815,일반세탁업
효성세탁소,경기도 성남시 분당구 이매동 143번지 아름마을 상가동 109호 ,"경기도 성남시 분당구 이매로 16 (이매동,아름마을 상가동 109호)",37.3939477,127.1220214,일반세탁업
